"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US11001006801","Census Tract 68.01; District of Columbia; District of Columbia","1014","150","5.8","4.5","3.9","3.6","1.1","1.9","1.3","2.0","4.2","3.1","6.5","5.5","10.3","5.9","16.4","9.2","16.1","7.5","34.4","7.9","153889","40458","189820","21961","26.9","(X)","(X)","(X)","(X)","(X)","566","102","3.4","3.3","1.6","2.6","1.9","3.4","0.0","7.6","6.0","4.7","2.3","3.3","5.3","4.2","7.6","6.1","13.3","9.4","58.7","11.5","211923","42197","256818","32151","(X)","(X)","28.1","(X)","(X)","(X)","433","91","2.3","2.3","2.1","3.4","0.0","9.9","0.0","9.9","0.0","9.9","0.0","9.9","3.7","3.0","3.7","4.5","17.3","12.2","70.9","13.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","448","141","8.9","9.3","6.9","7.6","0.0","9.5","2.9","4.8","2.0","3.2","11.8","11.8","16.5","12.3","27.5","18.3","19.6","12.2","3.8","4.1","109500","49879","103599","19863","(X)","(X)","(X)","(X)","25.4","(X)",
"1400000US11001006802","Census Tract 68.02; District of Columbia; District of Columbia","1018","208","0.2","0.3","1.8","2.3","0.6","1.2","3.5","5.3","3.2","3.8","8.3","4.9","4.8","4.3","36.2","14.2","9.2","5.5","32.0","9.2","123889","33752","182422","25319","32.8","(X)","(X)","(X)","(X)","(X)","484","89","0.0","8.9","0.0","8.9","1.2","2.4","0.0","8.9","2.5","3.7","7.0","5.9","4.1","6.4","19.4","11.5","8.5","7.0","57.2","11.6","211842","69020","255876","32785","(X)","(X)","20.0","(X)","(X)","(X)","415","81","0.0","10.3","0.0","10.3","1.2","2.7","0.0","10.3","2.9","4.2","1.7","2.9","4.8","7.3","12.8","9.6","9.9","8.0","66.7","12.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","534","222","0.4","0.6","3.4","4.8","0.0","8.1","6.7","10.5","3.9","6.5","9.6","8.2","5.4","6.2","53.9","20.8","11.4","9.2","5.2","5.5","106407","4658","109313","14810","(X)","(X)","(X)","(X)","44.4","(X)",
"1400000US11001006804","Census Tract 68.04; District of Columbia; District of Columbia","18","16","0.0","82.3","0.0","82.3","0.0","82.3","0.0","82.3","16.7","39.7","33.3","49.3","0.0","82.3","50.0","49.9","0.0","82.3","0.0","82.3","-","**","95072","38195","33.3","(X)","(X)","(X)","(X)","(X)","15","16","0.0","90.1","0.0","90.1","0.0","90.1","0.0","90.1","0.0","90.1","40.0","58.2","0.0","90.1","60.0","58.2","0.0","90.1","0.0","90.1","-","**","N","N","(X)","(X)","40.0","(X)","(X)","(X)","9","13","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3","5","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"1400000US11001006900","Census Tract 69; District of Columbia; District of Columbia","1259","148","3.3","4.7","3.0","3.3","1.0","1.4","0.6","1.1","0.0","3.5","5.1","4.1","12.4","6.9","18.3","8.0","8.5","4.7","47.7","8.7","194044","44964","232816","32017","22.6","(X)","(X)","(X)","(X)","(X)","505","93","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","2.2","3.0","4.4","4.6","6.1","4.9","6.3","5.3","81.0","8.4","250,000+","***","354972","56962","(X)","(X)","16.6","(X)","(X)","(X)","464","89","0.0","9.2","0.0","9.2","0.0","9.2","0.0","9.2","0.0","9.2","2.4","3.4","4.7","4.9","3.4","5.1","6.9","5.8","82.5","8.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","754","152","5.4","7.9","5.0","5.5","1.7","2.4","1.1","1.9","0.0","5.8","7.0","6.4","17.8","11.7","26.5","12.8","9.9","7.1","25.5","9.5","123500","27381","146332","22475","(X)","(X)","(X)","(X)","26.5","(X)",
"1400000US11001007000","Census Tract 70; District of Columbia; District of Columbia","1030","190","2.6","4.2","0.0","4.3","0.6","1.0","0.0","4.3","1.1","1.7","14.3","9.4","5.0","3.9","13.7","6.5","12.7","10.8","50.0","9.7","197500","43757","228440","25819","23.0","(X)","(X)","(X)","(X)","(X)","518","105","0.0","8.3","0.0","8.3","0.0","8.3","0.0","8.3","0.0","8.3","4.4","4.4","4.1","4.8","8.9","7.7","5.6","8.8","77.0","11.7","250,000+","***","288279","41052","(X)","(X)","18.1","(X)","(X)","(X)","506","102","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","0.0","8.5","4.5","4.5","1.8","2.9","9.1","7.8","5.7","9.0","78.9","11.1","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","512","170","5.3","8.4","0.0","8.4","1.2","2.0","0.0","8.4","2.1","3.6","24.2","18.2","8.4","7.5","18.6","12.4","19.9","19.5","20.3","11.0","124167","48409","162071","35695","(X)","(X)","(X)","(X)","24.2","(X)",
"1400000US11001007100","Census Tract 71; District of Columbia; District of Columbia","1486","151","2.5","2.7","4.1","3.4","6.5","4.8","3.7","3.8","9.8","6.5","5.3","3.8","10.5","6.4","12.9","5.3","19.8","7.0","25.0","7.7","131429","29201","144271","18488","25.2","(X)","(X)","(X)","(X)","(X)","678","168","3.7","5.5","0.0","6.4","10.9","9.0","0.7","1.3","12.8","10.9","3.8","4.2","0.6","1.2","4.4","5.3","28.8","11.2","34.2","12.6","181121","31850","176548","37070","(X)","(X)","31.6","(X)","(X)","(X)","429","143","0.0","9.9","0.0","9.9","0.0","9.9","0.0","9.9","3.3","4.6","2.3","3.8","0.0","9.9","7.0","8.1","38.7","15.6","48.7","16.9","195208","21306","N","N","(X)","(X)","(X)","(X)","(X)","(X)","808","132","1.5","2.3","7.5","6.1","4.7","4.4","4.2","6.2","7.2","7.6","6.6","7.0","18.8","10.2","20.2","9.5","13.5","7.7","15.8","9.3","99767","29951","114264","20720","(X)","(X)","(X)","(X)","19.7","(X)",
"1400000US11001007201","Census Tract 72.01; District of Columbia; District of Columbia","1776","149","1.1","1.6","0.0","2.5","1.5","2.3","5.1","1.0","2.4","1.7","8.2","4.1","13.2","6.1","17.2","6.5","24.2","9.1","27.2","8.0","153250","27390","170461","23226","20.0","(X)","(X)","(X)","(X)","(X)","376","115","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","2.7","4.1","0.0","11.3","0.3","3.7","35.9","21.6","61.2","20.1","216316","61205","297790","74924","(X)","(X)","43.9","(X)","(X)","(X)","359","110","0.0","11.8","0.0","11.8","0.0","11.8","0.0","11.8","0.0","11.8","2.8","4.3","0.0","11.8","0.3","3.9","32.9","21.7","64.1","20.3","216875","81159","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1400","191","1.4","2.0","0.0","3.2","1.9","2.9","6.4","1.4","3.0","2.2","9.7","5.2","16.8","7.6","21.7","7.8","21.1","9.8","18.1","7.8","114000","28231","136264","15881","(X)","(X)","(X)","(X)","13.6","(X)",
"1400000US11001007202","Census Tract 72.02; District of Columbia; District of Columbia","2842","280","1.7","2.8","0.0","1.6","1.5","2.5","0.7","1.2","2.8","2.2","9.1","4.1","7.6","3.7","23.6","6.5","20.1","6.8","32.8","8.8","155759","16102","182037","18810","17.9","(X)","(X)","(X)","(X)","(X)","607","173","0.0","7.1","0.0","7.1","0.0","7.1","0.0","7.1","0.0","7.1","2.3","3.4","0.0","7.1","6.1","6.9","18.5","12.4","73.1","12.8","239226","51527","280841","52449","(X)","(X)","2.8","(X)","(X)","(X)","524","151","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","7.1","8.0","14.9","10.9","78.1","11.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2235","310","2.2","3.6","0.0","2.0","2.0","3.1","0.9","1.5","3.5","2.8","11.0","5.2","9.7","4.6","28.4","8.1","20.6","7.8","21.8","9.5","134129","22460","155203","21654","(X)","(X)","(X)","(X)","22.0","(X)",
"1400000US11001007203","Census Tract 72.03; District of Columbia; District of Columbia","1716","204","3.6","2.9","5.9","4.2","0.8","1.7","0.1","0.1","2.3","1.9","1.9","1.7","5.4","3.9","19.1","8.2","25.4","8.3","35.7","8.6","176515","17086","186446","17504","21.0","(X)","(X)","(X)","(X)","(X)","619","190","3.9","5.8","0.0","7.0","0.0","7.0","0.0","7.0","2.6","4.2","0.0","7.0","0.0","7.0","18.6","17.5","25.2","12.6","49.8","15.1","199913","59440","245927","44528","(X)","(X)","18.4","(X)","(X)","(X)","575","184","4.2","6.3","0.0","7.5","0.0","7.5","0.0","7.5","2.8","4.5","0.0","7.5","0.0","7.5","20.0","18.6","19.5","11.3","53.6","15.5","217440","61621","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1097","215","3.4","3.3","9.2","6.3","1.2","2.7","0.1","0.2","2.1","3.5","2.9","2.8","8.5","6.2","19.3","7.9","25.5","10.4","27.8","11.9","154073","21827","152882","21526","(X)","(X)","(X)","(X)","22.4","(X)",
"1400000US11001007301","Census Tract 73.01; District of Columbia; District of Columbia","1362","256","2.0","2.4","0.7","1.1","0.6","0.9","3.7","3.4","9.1","5.4","14.7","8.8","11.1","7.5","17.4","9.1","15.3","7.7","25.5","11.0","116753","27231","134249","17382","33.6","(X)","(X)","(X)","(X)","(X)","1174","216","1.4","2.4","0.0","3.8","0.7","1.1","4.3","3.9","10.6","6.0","11.7","7.4","12.9","8.4","20.2","10.2","15.1","8.5","23.2","12.1","116408","22774","131759","19390","(X)","(X)","35.5","(X)","(X)","(X)","1098","223","0.0","4.0","0.0","4.0","0.7","1.2","4.6","4.2","11.3","6.4","12.5","7.9","13.1","8.8","21.3","10.8","11.7","6.7","24.8","12.7","116092","20995","N","N","(X)","(X)","(X)","(X)","(X)","(X)","188","128","5.3","8.7","4.8","8.7","0.0","21.1","0.0","21.1","0.0","21.1","33.5","39.6","0.0","21.1","0.0","21.1","16.5","23.0","39.9","33.3","-","**","149352","67803","(X)","(X)","(X)","(X)","21.8","(X)",
"1400000US11001007304","Census Tract 73.04; District of Columbia; District of Columbia","2027","520","10.1","7.6","10.3","6.6","10.5","6.3","5.0","3.7","27.4","18.3","16.2","7.9","7.3","5.0","4.0","3.3","5.6","5.8","3.6","4.6","38952","1503","58848","14933","32.0","(X)","(X)","(X)","(X)","(X)","1134","228","15.1","11.5","12.7","10.3","10.6","6.6","1.6","2.5","11.6","11.7","16.9","9.3","10.8","7.9","7.1","5.9","7.1","9.3","6.4","8.2","43152","22150","71850","25969","(X)","(X)","39.8","(X)","(X)","(X)","266","150","0.0","15.5","0.0","15.5","3.0","6.0","0.0","15.5","8.3","10.2","0.0","15.5","18.8","21.5","15.0","18.7","27.4","36.1","27.4","30.9","180445","73402","N","N","(X)","(X)","(X)","(X)","(X)","(X)","893","472","12.0","11.7","7.2","8.2","2.2","3.6","9.3","9.0","47.5","30.9","15.3","16.4","2.8","3.5","0.0","4.9","3.7","4.3","0.0","4.9","38772","3575","40203","9073","(X)","(X)","(X)","(X)","13.9","(X)",
"1400000US11001007401","Census Tract 74.01; District of Columbia; District of Columbia","755","194","19.5","9.2","19.5","13.6","8.6","6.7","12.8","13.6","15.6","10.0","5.7","4.5","5.0","4.7","9.4","9.6","0.0","5.8","3.8","5.9","28014","13332","45432","18240","38.4","(X)","(X)","(X)","(X)","(X)","311","90","16.4","12.6","15.4","11.7","10.3","11.0","5.8","6.7","24.1","20.1","2.6","3.9","6.4","8.1","9.6","11.2","0.0","13.4","9.3","14.0","35956","20556","58979","30914","(X)","(X)","57.2","(X)","(X)","(X)","74","45","0.0","40.6","23.0","30.9","12.2","18.5","14.9","25.5","23.0","34.2","0.0","40.6","27.0","31.6","0.0","40.6","0.0","40.6","0.0","40.6","33750","23561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","444","212","21.6","13.0","22.3","20.7","7.4","8.0","17.8","21.3","18.9","14.6","7.9","7.9","4.1","5.0","0.0","9.6","0.0","9.6","0.0","9.6","23750","19322","26606","7309","(X)","(X)","(X)","(X)","25.2","(X)",
"1400000US11001007403","Census Tract 74.03; District of Columbia; District of Columbia","925","186","16.3","10.6","22.6","13.7","7.0","6.4","14.4","12.3","12.1","9.9","13.2","9.2","5.4","5.9","8.0","5.3","0.0","4.7","1.0","1.7","29536","16358","40415","11511","38.1","(X)","(X)","(X)","(X)","(X)","598","155","23.9","16.0","12.4","17.1","10.9","9.9","10.2","11.1","11.4","11.7","15.2","13.0","6.7","8.6","9.4","7.4","0.0","7.2","0.0","7.2","28714","20218","38628","12031","(X)","(X)","44.5","(X)","(X)","(X)","121","97","41.3","45.1","0.0","30.1","0.0","30.1","0.0","30.1","29.8","39.1","0.0","30.1","0.0","30.1","28.9","34.0","0.0","30.1","0.0","30.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","327","136","7.3","9.8","36.4","27.2","0.0","12.8","22.0","28.5","13.5","21.4","9.5","14.1","3.1","5.1","5.5","8.1","0.0","12.8","2.8","5.3","30456","29128","42570","23845","(X)","(X)","(X)","(X)","26.3","(X)",
"1400000US11001007404","Census Tract 74.04; District of Columbia; District of Columbia","1366","210","13.8","7.2","2.8","2.9","7.0","5.7","0.8","1.4","23.6","10.8","8.9","5.1","16.0","10.7","12.6","7.5","6.9","6.1","7.7","4.7","55729","28905","78258","11981","49.8","(X)","(X)","(X)","(X)","(X)","991","224","14.0","9.0","0.0","4.4","7.5","7.5","1.4","2.1","25.3","14.1","7.7","5.6","15.4","13.9","12.1","9.0","9.9","7.8","6.7","5.1","54688","46083","79223","15019","(X)","(X)","56.4","(X)","(X)","(X)","284","149","0.0","14.6","0.0","14.6","0.0","14.6","1.1","2.0","0.0","14.6","8.8","13.7","25.4","34.0","24.6","23.8","21.8","23.8","18.3","17.0","116100","65820","N","N","(X)","(X)","(X)","(X)","(X)","(X)","375","115","13.3","12.3","10.1","10.2","5.6","5.8","0.0","11.3","19.2","14.3","11.2","10.9","17.3","13.8","13.9","13.1","5.6","9.2","3.7","6.5","55677","30773","68098","17351","(X)","(X)","(X)","(X)","32.3","(X)",
"1400000US11001007406","Census Tract 74.06; District of Columbia; District of Columbia","1242","201","31.5","15.3","7.5","4.7","3.9","4.6","4.8","5.9","10.5","8.6","13.8","10.2","16.8","10.6","7.0","8.3","4.1","5.4","0.0","3.6","41115","28231","46081","14321","38.0","(X)","(X)","(X)","(X)","(X)","806","214","27.2","16.3","6.1","5.4","6.1","7.1","2.7","4.3","16.3","13.0","17.0","13.9","20.2","12.7","2.7","4.5","1.7","3.4","0.0","5.4","42462","15812","43946","12556","(X)","(X)","51.4","(X)","(X)","(X)","73","65","0.0","40.8","21.9","37.4","0.0","40.8","0.0","40.8","0.0","40.8","15.1","33.1","32.9","55.7","30.1","43.1","0.0","40.8","0.0","40.8","78897","48065","N","N","(X)","(X)","(X)","(X)","(X)","(X)","436","208","50.0","28.4","10.1","13.1","0.0","9.8","8.5","14.0","0.0","9.8","8.0","11.0","0.0","9.8","14.9","21.7","8.5","13.3","0.0","9.8","-","**","39850","31476","(X)","(X)","(X)","(X)","13.3","(X)",
"1400000US11001007407","Census Tract 74.07; District of Columbia; District of Columbia","1433","140","15.4","8.2","1.5","1.7","4.6","3.6","16.4","7.5","10.0","5.9","14.2","7.3","16.5","6.8","14.4","6.9","3.4","3.4","3.4","2.8","57521","28265","67539","10588","41.9","(X)","(X)","(X)","(X)","(X)","837","173","17.4","11.7","0.0","5.2","1.4","1.9","18.5","10.7","10.4","8.1","10.6","9.3","18.9","9.3","16.8","10.5","0.0","5.2","5.9","4.8","51595","43530","70097","14876","(X)","(X)","44.4","(X)","(X)","(X)","136","65","14.7","17.6","0.0","27.5","0.0","27.5","8.8","13.8","0.0","27.5","0.0","27.5","25.7","24.0","14.7","24.2","0.0","27.5","36.0","23.0","137625","110477","N","N","(X)","(X)","(X)","(X)","(X)","(X)","596","155","12.4","9.3","3.7","4.2","9.1","7.9","13.4","10.6","14.1","10.9","19.3","11.2","8.7","7.2","11.1","8.6","8.2","8.0","0.0","7.3","40833","28761","60899","15130","(X)","(X)","(X)","(X)","38.4","(X)",
"1400000US11001007408","Census Tract 74.08; District of Columbia; District of Columbia","1443","316","24.9","13.5","2.6","4.1","19.0","14.7","4.1","5.1","19.5","14.7","10.3","7.2","7.1","7.6","7.1","5.9","0.0","3.1","5.4","6.3","33417","18335","47849","15863","28.1","(X)","(X)","(X)","(X)","(X)","629","235","19.7","18.9","6.0","10.1","9.5","14.1","7.0","11.2","31.5","29.8","3.5","5.9","2.4","3.7","9.5","9.8","7.6","12.7","3.2","5.2","35892","13157","53246","22014","(X)","(X)","27.2","(X)","(X)","(X)","45","53","55.6","55.6","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","0.0","52.0","44.4","55.6","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","814","275","29.0","16.9","0.0","5.4","26.3","22.0","1.8","3.0","14.6","11.8","11.2","9.3","10.7","13.0","5.2","6.8","0.0","5.4","1.2","2.2","-","**","39261","13823","(X)","(X)","(X)","(X)","24.4","(X)",
